Iteration,Metric,Min,Avg,Std,Max
0,Q1,0.011683349563433157,0.049268337109762285,0.020924722352582716,0.0923870553592314
0,Q2,0.033694472210205564,0.052807379538122055,0.010875715281264228,0.07570833298031364
0,Q3,0.043993979990321334,0.07429989041887564,0.01710377445870603,0.10896888026169901
0,Q4,0.10918815710932207,0.13276047422247464,0.015868869454155672,0.16897131476902666
0,Q5,0.23420972756892233,0.3513609029517354,0.055006547023564,0.47606011148133315
0,Business,0.4956012,0.49583094,0.00017092376195251298,0.4962624
0,Government,0.10249598799999991,0.10262032899999993,4.961282344605438e-05,0.10273129999999993
0,Susceptible,0.9366666666666666,0.9644999999999999,0.012168949557514562,0.98
0,Infected,0.01,0.025500000000000005,0.012168949557514542,0.05333333333333334
0,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
0,Death,0.0,0.0,0.0,0.0
0,Asymptomatic,0.99,0.9918333333333331,0.0019649710204252594,0.9966666666666667
0,Symptomatic,0.0033333333333333335,0.007833333333333335,0.0019075871903765993,0.01
0,Severe,0.0,0.0003333333333333334,0.001,0.0033333333333333335
1,Q1,0.011683349563433157,0.049268337109762285,0.020924722352582716,0.0923870553592314
1,Q2,0.033694472210205564,0.052807379538122055,0.010875715281264228,0.07570833298031364
1,Q3,0.043993979990321334,0.07429989041887564,0.01710377445870603,0.10896888026169901
1,Q4,0.10918815710932207,0.13276047422247464,0.015868869454155672,0.16897131476902666
1,Q5,0.23420972756892233,0.3513609029517354,0.055006547023564,0.47606011148133315
1,Business,0.4956012,0.49583094,0.00017092376195251298,0.4962624
1,Government,0.10249598799999991,0.10262032899999993,4.961282344605438e-05,0.10273129999999993
1,Susceptible,0.9366666666666666,0.9644999999999999,0.012168949557514562,0.98
1,Infected,0.01,0.025500000000000005,0.012168949557514542,0.05333333333333334
1,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
1,Death,0.0,0.0,0.0,0.0
1,Asymptomatic,0.99,0.9918333333333331,0.0019649710204252594,0.9966666666666667
1,Symptomatic,0.0033333333333333335,0.007833333333333335,0.0019075871903765993,0.01
1,Severe,0.0,0.0003333333333333334,0.001,0.0033333333333333335
2,Q1,0.011683349563433157,0.049268337109762285,0.020924722352582716,0.0923870553592314
2,Q2,0.033694472210205564,0.052807379538122055,0.010875715281264228,0.07570833298031364
2,Q3,0.043993979990321334,0.07429989041887564,0.01710377445870603,0.10896888026169901
2,Q4,0.10918815710932207,0.13276047422247464,0.015868869454155672,0.16897131476902666
2,Q5,0.23420972756892233,0.3513609029517354,0.055006547023564,0.47606011148133315
2,Business,0.4956012,0.49583094,0.00017092376195251298,0.4962624
2,Government,0.10249598799999991,0.10262032899999993,4.961282344605438e-05,0.10273129999999993
2,Susceptible,0.9366666666666666,0.9644999999999999,0.012168949557514562,0.98
2,Infected,0.01,0.025500000000000005,0.012168949557514542,0.05333333333333334
2,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
2,Death,0.0,0.0,0.0,0.0
2,Asymptomatic,0.99,0.9918333333333331,0.0019649710204252594,0.9966666666666667
2,Symptomatic,0.0033333333333333335,0.007833333333333335,0.0019075871903765993,0.01
2,Severe,0.0,0.0003333333333333334,0.001,0.0033333333333333335
3,Q1,0.011683349563433157,0.049268337109762285,0.020924722352582716,0.0923870553592314
3,Q2,0.033694472210205564,0.052807379538122055,0.010875715281264228,0.07570833298031364
3,Q3,0.043993979990321334,0.07429989041887564,0.01710377445870603,0.10896888026169901
3,Q4,0.10918815710932207,0.13276047422247464,0.015868869454155672,0.16897131476902666
3,Q5,0.23420972756892233,0.3513609029517354,0.055006547023564,0.47606011148133315
3,Business,0.4956012,0.49583094,0.00017092376195251298,0.4962624
3,Government,0.10249598799999991,0.10262032899999993,4.961282344605438e-05,0.10273129999999993
3,Susceptible,0.9366666666666666,0.9644999999999999,0.012168949557514562,0.98
3,Infected,0.01,0.025500000000000005,0.012168949557514542,0.05333333333333334
3,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
3,Death,0.0,0.0,0.0,0.0
3,Asymptomatic,0.99,0.9918333333333331,0.0019649710204252594,0.9966666666666667
3,Symptomatic,0.0033333333333333335,0.007833333333333335,0.0019075871903765993,0.01
3,Severe,0.0,0.0003333333333333334,0.001,0.0033333333333333335
4,Q1,0.011683349563433157,0.049268337109762285,0.020924722352582716,0.0923870553592314
4,Q2,0.033694472210205564,0.052807379538122055,0.010875715281264228,0.07570833298031364
4,Q3,0.043993979990321334,0.07429989041887564,0.01710377445870603,0.10896888026169901
4,Q4,0.10918815710932207,0.13276047422247464,0.015868869454155672,0.16897131476902666
4,Q5,0.23420972756892233,0.3513609029517354,0.055006547023564,0.47606011148133315
4,Business,0.4956012,0.49583094,0.00017092376195251298,0.4962624
4,Government,0.10249598799999991,0.10262032899999993,4.961282344605438e-05,0.10273129999999993
4,Susceptible,0.9366666666666666,0.9644999999999999,0.012168949557514562,0.98
4,Infected,0.01,0.025500000000000005,0.012168949557514542,0.05333333333333334
4,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
4,Death,0.0,0.0,0.0,0.0
4,Asymptomatic,0.99,0.9918333333333331,0.0019649710204252594,0.9966666666666667
4,Symptomatic,0.0033333333333333335,0.007833333333333335,0.0019075871903765993,0.01
4,Severe,0.0,0.0003333333333333334,0.001,0.0033333333333333335
5,Q1,0.011683349563433157,0.049268337109762285,0.020924722352582716,0.0923870553592314
5,Q2,0.033694472210205564,0.052807379538122055,0.010875715281264228,0.07570833298031364
5,Q3,0.043993979990321334,0.07429989041887564,0.01710377445870603,0.10896888026169901
5,Q4,0.10918815710932207,0.13276047422247464,0.015868869454155672,0.16897131476902666
5,Q5,0.23420972756892233,0.3513609029517354,0.055006547023564,0.47606011148133315
5,Business,0.4956012,0.49583094,0.00017092376195251298,0.4962624
5,Government,0.10249598799999991,0.10262032899999993,4.961282344605438e-05,0.10273129999999993
5,Susceptible,0.9366666666666666,0.9644999999999999,0.012168949557514562,0.98
5,Infected,0.01,0.025500000000000005,0.012168949557514542,0.05333333333333334
5,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
5,Death,0.0,0.0,0.0,0.0
5,Asymptomatic,0.99,0.9918333333333331,0.0019649710204252594,0.9966666666666667
5,Symptomatic,0.0033333333333333335,0.007833333333333335,0.0019075871903765993,0.01
5,Severe,0.0,0.0003333333333333334,0.001,0.0033333333333333335
6,Q1,0.011683349563433157,0.049268337109762285,0.020924722352582716,0.0923870553592314
6,Q2,0.033694472210205564,0.052807379538122055,0.010875715281264228,0.07570833298031364
6,Q3,0.043993979990321334,0.07429989041887564,0.01710377445870603,0.10896888026169901
