Iteration,Metric,Min,Avg,Std,Max
0,Q1,0.01265850536898061,0.050511045663441625,0.01678467520396625,0.08163530956639567
0,Q2,0.036269265701208454,0.062207464928359525,0.014660533434220937,0.09468118761846572
0,Q3,0.04361862047720238,0.06782810151509375,0.01334112424911538,0.09508330643892342
0,Q4,0.09216334967505972,0.12233736639877239,0.016977372181867276,0.1610422713565891
0,Q5,0.31177526790545207,0.36724399381411615,0.027410746819641296,0.42190908124332305
0,Business,0.4956612,0.49584665999999994,0.00014643662246856173,0.4960848
0,Government,0.10254468399999996,0.10263599373333325,4.166893694956368e-05,0.10273206399999994
0,Susceptible,0.95,0.9716666666666665,0.008530989261379835,0.98
0,Infected,0.01,0.018333333333333333,0.008530989261379818,0.04
0,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
0,Death,0.0,0.0,0.0,0.0
0,Asymptomatic,0.99,0.9934999999999998,0.002881936077631777,1.0
0,Symptomatic,0.0,0.006166666666666667,0.0032102267140430374,0.01
0,Severe,0.0,0.0003333333333333334,0.001,0.0033333333333333335
1,Q1,0.01265850536898061,0.050511045663441625,0.01678467520396625,0.08163530956639567
1,Q2,0.036269265701208454,0.062207464928359525,0.014660533434220937,0.09468118761846572
1,Q3,0.04361862047720238,0.06782810151509375,0.01334112424911538,0.09508330643892342
1,Q4,0.09216334967505972,0.12233736639877239,0.016977372181867276,0.1610422713565891
1,Q5,0.31177526790545207,0.36724399381411615,0.027410746819641296,0.42190908124332305
1,Business,0.4956612,0.49584665999999994,0.00014643662246856173,0.4960848
1,Government,0.10254468399999996,0.10263599373333325,4.166893694956368e-05,0.10273206399999994
1,Susceptible,0.95,0.9716666666666665,0.008530989261379835,0.98
1,Infected,0.01,0.018333333333333333,0.008530989261379818,0.04
1,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
1,Death,0.0,0.0,0.0,0.0
1,Asymptomatic,0.99,0.9934999999999998,0.002881936077631777,1.0
