Iteration,Metric,Min,Avg,Std,Max
0,Q1,0.02804580023324077,0.05346792267711139,0.013452858511297894,0.07363962851417521
0,Q2,0.028709524067937607,0.05421689832488731,0.012870876217914714,0.07669209324053199
0,Q3,0.04108081605166938,0.0687214863061852,0.013300947148328121,0.09056127711095922
0,Q4,0.11601404946733164,0.13822693970103844,0.010484883246403821,0.16024357207051582
0,Q5,0.29849490519467514,0.36644874739014693,0.03328352330343735,0.440417963640859
0,Business,0.4955496,0.49575768,0.00015476995057180665,0.49611
0,Government,0.1023948426666666,0.10259410646666663,7.151511956785424e-05,0.10269004399999994
0,Susceptible,0.9566666666666667,0.9723333333333333,0.005385164807134508,0.98
0,Infected,0.01,0.017666666666666667,0.005385164807134504,0.03333333333333333
0,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
0,Death,0.0,0.0,0.0,0.0
0,Asymptomatic,0.99,0.9923333333333332,0.002603416558635562,0.9966666666666667
0,Symptomatic,0.0,0.0069999999999999975,0.0027688746209726914,0.01
0,Severe,0.0,0.0006666666666666668,0.0013333333333333337,0.0033333333333333335
1,Q1,0.02804580023324077,0.05346792267711139,0.013452858511297894,0.07363962851417521
1,Q2,0.028709524067937607,0.05421689832488731,0.012870876217914714,0.07669209324053199
1,Q3,0.04108081605166938,0.0687214863061852,0.013300947148328121,0.09056127711095922
1,Q4,0.11601404946733164,0.13822693970103844,0.010484883246403821,0.16024357207051582
1,Q5,0.29849490519467514,0.36644874739014693,0.03328352330343735,0.440417963640859
1,Business,0.4955496,0.49575768,0.00015476995057180665,0.49611
1,Government,0.1023948426666666,0.10259410646666663,7.151511956785424e-05,0.10269004399999994
1,Susceptible,0.9566666666666667,0.9723333333333333,0.005385164807134508,0.98
1,Infected,0.01,0.017666666666666667,0.005385164807134504,0.03333333333333333
1,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
1,Death,0.0,0.0,0.0,0.0
1,Asymptomatic,0.99,0.9923333333333332,0.002603416558635562,0.9966666666666667
1,Symptomatic,0.0,0.0069999999999999975,0.0027688746209726914,0.01
1,Severe,0.0,0.0006666666666666668,0.0013333333333333337,0.0033333333333333335
2,Q1,0.02804580023324077,0.05346792267711139,0.013452858511297894,0.07363962851417521
2,Q2,0.028709524067937607,0.05421689832488731,0.012870876217914714,0.07669209324053199
2,Q3,0.04108081605166938,0.0687214863061852,0.013300947148328121,0.09056127711095922
2,Q4,0.11601404946733164,0.13822693970103844,0.010484883246403821,0.16024357207051582
2,Q5,0.29849490519467514,0.36644874739014693,0.03328352330343735,0.440417963640859
2,Business,0.4955496,0.49575768,0.00015476995057180665,0.49611
2,Government,0.1023948426666666,0.10259410646666663,7.151511956785424e-05,0.10269004399999994
2,Susceptible,0.9566666666666667,0.9723333333333333,0.005385164807134508,0.98
2,Infected,0.01,0.017666666666666667,0.005385164807134504,0.03333333333333333
2,Recovered_Immune,0.01,0.010000000000000002,1.734723475976807e-18,0.01
2,Death,0.0,0.0,0.0,0.0
2,Asymptomatic,0.99,0.9923333333333332,0.002603416558635562,0.9966666666666667
2,Symptomatic,0.0,0.0069999999999999975,0.0027688746209726914,0.01
2,Severe,0.0,0.0006666666666666668,0.0013333333333333337,0.0033333333333333335
3,Q1,0.02804580023324077,0.05346792267711139,0.013452858511297894,0.07363962851417521
3,Q2,0.028709524067937607,0.05421689832488731,0.012870876217914714,0.07669209324053199
3,Q3,0.04108081605166938,0.0687214863061852,0.013300947148328121,0.09056127711095922
